,id,uri,title,name,popularity,genres
1879,4TsHKU8l8Wq7n7OPVikirn,https://open.spotify.com/artist/4TsHKU8l8Wq7n7OPVikirn,Jidenna,Jidenna,58,ghanaian hip hop
1880,0mMqD2uqwvCjFvlzo6ayGi,https://open.spotify.com/artist/0mMqD2uqwvCjFvlzo6ayGi,DJ Maphorisa,DJ Maphorisa,64,"afro soul,amapiano,south african pop"
1881,59KiJoJk4joMhDfJ037DDt,https://open.spotify.com/artist/59KiJoJk4joMhDfJ037DDt,Donny Caballero,Donny Caballero,40,pop reggaeton
1882,3pecGQvwOz1THqUL3cr623,https://open.spotify.com/artist/3pecGQvwOz1THqUL3cr623,DJ Paul,DJ Paul,30,
1883,7FwxJtVorL07N6kbqmkPr6,https://open.spotify.com/artist/7FwxJtVorL07N6kbqmkPr6,PlanBe,PlanBe,57,"polish hip hop,polish trap"
1884,5U7pOnB9QgH7YFDWQ84Qnu,https://open.spotify.com/artist/5U7pOnB9QgH7YFDWQ84Qnu,Ben Mitkus,Ben Mitkus,26,
1885,3iRqbMhzyOyoCkmmMRxLWR,https://open.spotify.com/artist/3iRqbMhzyOyoCkmmMRxLWR,Hu Xia,Hu Xia,53,"mainland chinese pop,mandopop"
1886,0rVLyv4xouX9M4GCq3VuP5,https://open.spotify.com/artist/0rVLyv4xouX9M4GCq3VuP5,王俊凱,王俊凱,40,"chinese idol pop,mainland chinese pop"
1887,7tYKF4w9nC0nq9CsPZTHyP,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,SZA,SZA,87,"pop,r&b,rap"
1888,1yxSLGMDHlW21z4YXirZDS,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,Black Eyed Peas,83,"dance pop,pop,pop rap"
1889,2UqRkW2wfEkZmyvKyTTv2W,https://open.spotify.com/artist/2UqRkW2wfEkZmyvKyTTv2W,Ulises Bueno,Ulises Bueno,63,"cuarteto,cumbia pop"
1890,75ctWsRuGXmxMxnFPkuEwA,https://open.spotify.com/artist/75ctWsRuGXmxMxnFPkuEwA,Fler,Fler,62,german trap
1891,5ZDBkifba6O2TRqyzxGuoq,https://open.spotify.com/artist/5ZDBkifba6O2TRqyzxGuoq,Laas Unltd.,Laas Unltd.,38,"deep german hip hop,german hip hop,oldschool deutschrap"
1892,00TKPo9MxwZ0j4ooveIxWZ,https://open.spotify.com/artist/00TKPo9MxwZ0j4ooveIxWZ,Loote,Loote,65,"alt z,dance pop,electropop,indie poptimism,nyc pop,pop,pop dance,pop edm,post-teen pop,tropical house"
1893,6E2st8OqIaS7PU5gj95FSE,https://open.spotify.com/artist/6E2st8OqIaS7PU5gj95FSE,1Kilo,1Kilo,63,"brazilian hip hop,pop rap brasileiro,trap brasileiro"
1894,7Ceg1mJmu4lAzuhQU9hQFJ,https://open.spotify.com/artist/7Ceg1mJmu4lAzuhQU9hQFJ,Knust,Knust,61,"brazilian hip hop,musica triste brasileira,pop rap brasileiro"
1895,6cUTkFvlPW27lYc3qcoOgy,https://open.spotify.com/artist/6cUTkFvlPW27lYc3qcoOgy,Baviera,Baviera,58,pop rap brasileiro
1896,2iojnBLj0qIMiKPvVhLnsH,https://open.spotify.com/artist/2iojnBLj0qIMiKPvVhLnsH,Trey Songz,Trey Songz,75,"dance pop,hip pop,pop,r&b,southern hip hop,trap,urban contemporary"
1897,6ModsWtBph2rE6zCTVxvZt,https://open.spotify.com/artist/6ModsWtBph2rE6zCTVxvZt,Maite Perroni,Maite Perroni,72,"latin pop,mexican pop"
1898,6tkyhGe9hGI3Lcfo4gVh6Z,https://open.spotify.com/artist/6tkyhGe9hGI3Lcfo4gVh6Z,ChocQuibTown,ChocQuibTown,63,"colombian hip hop,colombian pop,colombian rock,latin,latin alternative,latin pop,reggaeton colombiano,salsa choke,tropical"
1899,5slpk6nu2IwwKx0EHe3GcL,https://open.spotify.com/artist/5slpk6nu2IwwKx0EHe3GcL,Lena,Lena,64,"eurovision,german pop"
1900,028xhPwqtWva4J0MkFHY2x,https://open.spotify.com/artist/028xhPwqtWva4J0MkFHY2x,Mads Langer,Mads Langer,54,"danish pop,danish pop rock"
1901,5QBfJSoAGPs4GJEgavpICd,https://open.spotify.com/artist/5QBfJSoAGPs4GJEgavpICd,Gabriel Lion,Gabriel Lion,24,
1902,5nqTBNYQhCac1II4CizSPe,https://open.spotify.com/artist/5nqTBNYQhCac1II4CizSPe,Juulia,Juulia,28,finnish dance pop
1903,0Bm5cFUEv8FGx1wEekHj0D,https://open.spotify.com/artist/0Bm5cFUEv8FGx1wEekHj0D,Jeffrey James,Jeffrey James,40,
1904,1vZsTsBd4VNRtk9gKOeZRu,https://open.spotify.com/artist/1vZsTsBd4VNRtk9gKOeZRu,Lord Est,Lord Est,44,"finnish dance pop,finnish hip hop,finnish pop,finnish reggae,iskelma,suomi rock"
1905,6qLB9SoM25z2JDFBcgvJ8G,https://open.spotify.com/artist/6qLB9SoM25z2JDFBcgvJ8G,Ødyssey,Ødyssey,41,
1906,0Dhar5McHXlUdJYJhpJaI8,https://open.spotify.com/artist/0Dhar5McHXlUdJYJhpJaI8,Amara Abonta,Amara Abonta,40,
1907,4crs55NFrnArSpE78rohLS,https://open.spotify.com/artist/4crs55NFrnArSpE78rohLS,Vidi Aldiano,Vidi Aldiano,52,"indonesian pop,indonesian r&b"
1908,4yRVdMqPrguKBFwZYpmke0,https://open.spotify.com/artist/4yRVdMqPrguKBFwZYpmke0,Andi Rianto,Andi Rianto,53,
1909,1vKXVGgIDP1XXZX4Tehjtn,https://open.spotify.com/artist/1vKXVGgIDP1XXZX4Tehjtn,Il Pagante,Il Pagante,62,italian pop
1910,1xqolkIzTFMmqgCuD48WNt,https://open.spotify.com/artist/1xqolkIzTFMmqgCuD48WNt,Shade,Shade,60,"italian adult pop,italian pop"
1911,725KKhVCSCQbYkZBptBTfg,https://open.spotify.com/artist/725KKhVCSCQbYkZBptBTfg,Baby K,Baby K,63,"italian adult pop,italian pop"
1912,2ZWi2iA1WTeyDUTbOBHVwC,https://open.spotify.com/artist/2ZWi2iA1WTeyDUTbOBHVwC,Andrés Dvicio,Andrés Dvicio,49,
1913,1BRFRnWNk9SD2NaYjX9CGP,https://open.spotify.com/artist/1BRFRnWNk9SD2NaYjX9CGP,Webb,Webb,33,
1914,3RssOArRCjUYU7hI5hws7q,https://open.spotify.com/artist/3RssOArRCjUYU7hI5hws7q,Rocks,Rocks,39,dutch hip hop
1915,19vvefoXzxLcivAk5dmLzq,https://open.spotify.com/artist/19vvefoXzxLcivAk5dmLzq,Voli,Voli,21,soul flow
1916,5xmfXwTbTxL1CAWPIO5owA,https://open.spotify.com/artist/5xmfXwTbTxL1CAWPIO5owA,Nico D,Nico D,39,norwegian hip hop
1917,5fW1JQP4DfDyNqvYQ5m4Ju,https://open.spotify.com/artist/5fW1JQP4DfDyNqvYQ5m4Ju,Tunji Ige,Tunji Ige,46,underground hip hop
1918,6x9QLdzo6eBZxJ1bHsDkjg,https://open.spotify.com/artist/6x9QLdzo6eBZxJ1bHsDkjg,Sisqo,Sisqo,61,"hip hop,hip pop,new jack swing,r&b,urban contemporary"
1919,32pTJUDIqu5vvX5McsyU26,https://open.spotify.com/artist/32pTJUDIqu5vvX5McsyU26,Kelly Badon,Kelly Badon,46,
1920,1KJvuZHmkpnrjIyTLhhwpb,https://open.spotify.com/artist/1KJvuZHmkpnrjIyTLhhwpb,Solar,Solar,60,"polish alternative rap,polish hip hop"
1921,5AmZdY72O0NVE0XxWdMfxv,https://open.spotify.com/artist/5AmZdY72O0NVE0XxWdMfxv,Wac Toja,Wac Toja,64,"polish hip hop,polish trap"
1922,6r3qTvPVmBnSPN9G4dUOt0,https://open.spotify.com/artist/6r3qTvPVmBnSPN9G4dUOt0,DJ Flip,DJ Flip,44,
1923,2tZaBvH4Jet46VVqDYYgqR,https://open.spotify.com/artist/2tZaBvH4Jet46VVqDYYgqR,Ifani,Ifani,26,
1924,4zO6WqG8mu49ek0ZDIptTk,https://open.spotify.com/artist/4zO6WqG8mu49ek0ZDIptTk,The Returners,The Returners,56,"polish alternative rap,polish hip hop"
1925,2gINJ8xw86xawPyGvx1bla,https://open.spotify.com/artist/2gINJ8xw86xawPyGvx1bla,KRS-One,KRS-One,59,"alternative hip hop,bronx hip hop,conscious hip hop,east coast hip hop,gangster rap,golden age hip hop,hardcore hip hop,hip hop,old school hip hop,political hip hop,rap,turntablism"
1926,32rAgIN6jhUQYhyoKa8agj,https://open.spotify.com/artist/32rAgIN6jhUQYhyoKa8agj,Valete,Valete,44,hip hop tuga
1927,1AIEHTv6we8ULBARv1572n,https://open.spotify.com/artist/1AIEHTv6we8ULBARv1572n,JLC,JLC,39,"fotbollslatar,swedish idol pop"
1928,3QQwosodozp54DdCKrlAry,https://open.spotify.com/artist/3QQwosodozp54DdCKrlAry,Lamix,Lamix,49,"swedish hip hop,swedish pop,swedish trap pop"
1929,78XamUAUXTbaM3ytY9aBJu,https://open.spotify.com/artist/78XamUAUXTbaM3ytY9aBJu,Yaşar Gaga,Yaşar Gaga,33,
1930,2yMN0IP20GOaN6q0p0zL5k,https://open.spotify.com/artist/2yMN0IP20GOaN6q0p0zL5k,Tarkan,Tarkan,67,turkish pop
1931,4aCS0WLLZ3070ZDBOFJlHB,https://open.spotify.com/artist/4aCS0WLLZ3070ZDBOFJlHB,Erdem Kınay,Erdem Kınay,49,"deep turkish pop,turkish pop,turkish trap pop"
1932,74IYRdqa9EFKMMXUIjGyxM,https://open.spotify.com/artist/74IYRdqa9EFKMMXUIjGyxM,Merve Özbey,Merve Özbey,60,"turkish pop,turkish trap pop"
1933,1vAJpM2vpDaNYWg0e96CB2,https://open.spotify.com/artist/1vAJpM2vpDaNYWg0e96CB2,No Method,No Method,38,
1934,3vGz6dcagQ2geGkGYY185H,https://open.spotify.com/artist/3vGz6dcagQ2geGkGYY185H,Can Yüce,Can Yüce,42,turkish pop
1935,12u3lf8CvN2tuYopM7GfMq,https://open.spotify.com/artist/12u3lf8CvN2tuYopM7GfMq,Umut Kumaş,Umut Kumaş,23,
1936,4HayvIldCq8J4MEpyQ1Rcm,https://open.spotify.com/artist/4HayvIldCq8J4MEpyQ1Rcm,Turac Berkay,Turac Berkay,36,
1937,7Bcd1EfpbCeiW6aCJpRDQs,https://open.spotify.com/artist/7Bcd1EfpbCeiW6aCJpRDQs,Belma Şahin,Belma Şahin,33,
1938,7ymCV8co6nSwmYFEyGmVvJ,https://open.spotify.com/artist/7ymCV8co6nSwmYFEyGmVvJ,Aydın Kurtoğlu,Aydın Kurtoğlu,46,"turkish pop,turkish trap pop"
1939,2JBUyLiFvpFPWdZGqIGYLD,https://open.spotify.com/artist/2JBUyLiFvpFPWdZGqIGYLD,Crowd Lu,Crowd Lu,60,"chinese indie,mandopop,taiwan indie,taiwan pop,taiwan singer-songwriter"
1940,5qUYuf6cIHU241KxPyDMBp,https://open.spotify.com/artist/5qUYuf6cIHU241KxPyDMBp,Jia Jia,Jia Jia,48,"mandopop,taiwan pop"
1941,4VNQWV2y1E97Eqo2D5UTjx,https://open.spotify.com/artist/4VNQWV2y1E97Eqo2D5UTjx,Gorgon City,Gorgon City,69,"deep groove house,future garage,house,pop dance,tropical house,uk dance"
1942,6mpxgK8EZh8VDoe6trGF0f,https://open.spotify.com/artist/6mpxgK8EZh8VDoe6trGF0f,NAATIONS,NAATIONS,51,la pop
1943,3whuHq0yGx60atvA2RCVRW,https://open.spotify.com/artist/3whuHq0yGx60atvA2RCVRW,Olly Murs,Olly Murs,70,"dance pop,europop,neo mellow,pop,pop dance,pop rock,post-teen pop,talent show,tropical house,uk pop"
1944,40NRiKuuhj1pgGYppptlBO,https://open.spotify.com/artist/40NRiKuuhj1pgGYppptlBO,Not3s,Not3s,64,"afroswing,grime,uk hip hop"
1945,3x9IfYx4a2FPsxqrTV5FgP,https://open.spotify.com/artist/3x9IfYx4a2FPsxqrTV5FgP,5 After Midnight,5 After Midnight,26,boy band
1946,67nwj3Y5sZQLl72VNUHEYE,https://open.spotify.com/artist/67nwj3Y5sZQLl72VNUHEYE,Wale,Wale,78,"hip hop,pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary"
1947,5MouCg6ta7zAxsfMEbc1uh,https://open.spotify.com/artist/5MouCg6ta7zAxsfMEbc1uh,OMI,OMI,68,dance pop
1948,4PvnP3yCzrT289cX3wCdOx,https://open.spotify.com/artist/4PvnP3yCzrT289cX3wCdOx,Yung Hurn,Yung Hurn,63,"german hip hop,german trap,phonk"
1949,1naX4fxuRaDFlj9tGfIUZk,https://open.spotify.com/artist/1naX4fxuRaDFlj9tGfIUZk,Dr Phunk,Dr Phunk,58,"big room,electro house,hardstyle,jumpstyle"
1950,4CYj9Ya2aRORv06k26vFcP,https://open.spotify.com/artist/4CYj9Ya2aRORv06k26vFcP,Double Pleasure,Double Pleasure,17,
1951,4Rzu63KnqMsThOdfkrJk1Z,https://open.spotify.com/artist/4Rzu63KnqMsThOdfkrJk1Z,Lennis Rodriguez,Lennis Rodriguez,65,"dominican pop,spanish pop,urbano espanol"
1952,2FrLTuXGuFDzQsjKidB03W,https://open.spotify.com/artist/2FrLTuXGuFDzQsjKidB03W,João Neto & Frederico,João Neto & Frederico,59,"sertanejo,sertanejo pop,sertanejo universitario"
1953,2qxcnbn5lwXDZBU4CBLsrg,https://open.spotify.com/artist/2qxcnbn5lwXDZBU4CBLsrg,Mat McHugh,Mat McHugh,45,folk-pop
1954,3iuucN99cGJN0RqyVAfEed,https://open.spotify.com/artist/3iuucN99cGJN0RqyVAfEed,The YUM YUM's,The YUM YUM's,26,
1955,2ydZrTy8U3kOMOzx20s3dg,https://open.spotify.com/artist/2ydZrTy8U3kOMOzx20s3dg,DJ Nelson,DJ Nelson,78,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino"
1956,1VrWc8r4AjrR8YfT0vlsc7,https://open.spotify.com/artist/1VrWc8r4AjrR8YfT0vlsc7,Chyno Miranda,Chyno Miranda,57,"latin,latin pop,pop reggaeton"
1957,0GgY7hjMoGDsX8ZDe2mwds,https://open.spotify.com/artist/0GgY7hjMoGDsX8ZDe2mwds,Soolking,Soolking,73,"francoton,french hip hop,pop urbaine,rap algerien,rap tunisien"
1958,7Ap8xCd7d0xon5XnkLvn4i,https://open.spotify.com/artist/7Ap8xCd7d0xon5XnkLvn4i,KIDD,KIDD,58,"danish hip hop,danish pop"
1959,5UEzTewCniHHhMyLRMJmEW,https://open.spotify.com/artist/5UEzTewCniHHhMyLRMJmEW,Don Stefano,Don Stefano,43,
1960,2ExGrw6XpbtUAJHTLtUXUD,https://open.spotify.com/artist/2ExGrw6XpbtUAJHTLtUXUD,Stefflon Don,Stefflon Don,71,"dancehall,pop,pop rap,uk dancehall,uk hip hop"
1961,6CSa1r92LtHHdLG6kRabU3,https://open.spotify.com/artist/6CSa1r92LtHHdLG6kRabU3,Efecto Pasillo,Efecto Pasillo,61,"latin arena pop,latin pop,latin viral pop,musica canaria,rock en espanol,spanish pop"
1962,3qmP0i2etD96nI7pgl8y6S,https://open.spotify.com/artist/3qmP0i2etD96nI7pgl8y6S,Bang For The Buck,Bang For The Buck,26,finnish dance pop
1963,33jNX20zbFQbqTGKt0wsF9,https://open.spotify.com/artist/33jNX20zbFQbqTGKt0wsF9,Tasis,Tasis,43,
1964,06CXCogBen86umuvgqPkRA,https://open.spotify.com/artist/06CXCogBen86umuvgqPkRA,Dosdela,Dosdela,35,
1965,62zLrboqOTPyozwi721CVy,https://open.spotify.com/artist/62zLrboqOTPyozwi721CVy,Lorenzo,Lorenzo,63,"francoton,french hip hop,pop urbaine,rap conscient,rap francais"
1966,7f4ignuCJhLXfZ9giKT7rH,https://open.spotify.com/artist/7f4ignuCJhLXfZ9giKT7rH,NCT 127,NCT 127,78,"k-pop,k-pop boy group"
1967,0UN8vGMxWEBKNNu8NtyF96,https://open.spotify.com/artist/0UN8vGMxWEBKNNu8NtyF96,Lush & Simon,Lush & Simon,46,progressive electro house
1968,1Pwd1KP0QpMW7BZq6EdTB0,https://open.spotify.com/artist/1Pwd1KP0QpMW7BZq6EdTB0,Mojobeatz,Mojobeatz,43,
1969,6JFRI91YaCXREGQYzHSnUH,https://open.spotify.com/artist/6JFRI91YaCXREGQYzHSnUH,Jake La Furia,Jake La Furia,66,"italian hip hop,italian pop"
1970,7MBNcpWHn8RTZFUQv5fNPp,https://open.spotify.com/artist/7MBNcpWHn8RTZFUQv5fNPp,Alessio La Profunda Melodia,Alessio La Profunda Melodia,49,
1971,3SDiNzzzX6i660bxil2I3M,https://open.spotify.com/artist/3SDiNzzzX6i660bxil2I3M,Anuar & Ellina,Anuar & Ellina,19,classic malaysian pop
1972,6RhtPXXQGPfHrVrbw6srzL,https://open.spotify.com/artist/6RhtPXXQGPfHrVrbw6srzL,Puan Sri Saloma,Puan Sri Saloma,34,classic malaysian pop
1973,51yFVX4bDGD1me2jOFKTmw,https://open.spotify.com/artist/51yFVX4bDGD1me2jOFKTmw,Uji Rashid,Uji Rashid,32,"classic malaysian pop,malaysian pop,rock kapak"
1974,6w7JZrwA9u6IBUP65k7K3j,https://open.spotify.com/artist/6w7JZrwA9u6IBUP65k7K3j,Hail Amir,Hail Amir,28,classic malaysian pop
1975,0EAfDSxGzS4bal72IMoHHQ,https://open.spotify.com/artist/0EAfDSxGzS4bal72IMoHHQ,Datuk Sharifah Aini,Datuk Sharifah Aini,32,classic malaysian pop
1976,5DR3x1kevrEtZGk2FSSsB7,https://open.spotify.com/artist/5DR3x1kevrEtZGk2FSSsB7,Datuk Ahmad Jais,Datuk Ahmad Jais,33,classic malaysian pop
1977,6C4Prk8bokz0g2UiDb5DY2,https://open.spotify.com/artist/6C4Prk8bokz0g2UiDb5DY2,Dato' DJ Dave,Dato' DJ Dave,23,classic malaysian pop
1978,2o6qbelGsoA3HmW02e7tND,https://open.spotify.com/artist/2o6qbelGsoA3HmW02e7tND,Fazidah Joned,Fazidah Joned,11,classic malaysian pop
1979,1HvVjPpCzFFgIo2XrDxM2x,https://open.spotify.com/artist/1HvVjPpCzFFgIo2XrDxM2x,Dato' Sudirman,Dato' Sudirman,38,"classic malaysian pop,malaysian pop,rock kapak"
1980,2O8MDsUKNHTgwoodOefHYD,https://open.spotify.com/artist/2O8MDsUKNHTgwoodOefHYD,M. Nasir,M. Nasir,43,"classic malaysian pop,keroncong,malaysian indie,rock kapak"
1981,3sQYZrIBmLAuNc7tsLtkka,https://open.spotify.com/artist/3sQYZrIBmLAuNc7tsLtkka,ROLLÀN,ROLLÀN,35,"dutch hip hop,dutch rap pop"
1982,2nuKjZLgc7II6FO4Rxjt5e,https://open.spotify.com/artist/2nuKjZLgc7II6FO4Rxjt5e,Blonde,Blonde,56,"dance pop,deep groove house,house,pop dance,tropical house,uk dance"
1983,6I7pUQy8jUucWfc6xcT19A,https://open.spotify.com/artist/6I7pUQy8jUucWfc6xcT19A,Aksel & Hef,Aksel & Hef,31,russelater
1984,4TUfkQYmi7lao7Ghwu6hsA,https://open.spotify.com/artist/4TUfkQYmi7lao7Ghwu6hsA,PlanBe & Szopeen,PlanBe & Szopeen,27,
1985,6QfFTZJHFSe9Xyes6DkAli,https://open.spotify.com/artist/6QfFTZJHFSe9Xyes6DkAli,Reto,Reto,68,"polish hip hop,polish trap"
1986,1yq2JzsqbzFbJ1B7wGOXLc,https://open.spotify.com/artist/1yq2JzsqbzFbJ1B7wGOXLc,Young Igi,Young Igi,69,"polish hip hop,polish trap"
1987,5KQOO1nMW2y16wX56EDZep,https://open.spotify.com/artist/5KQOO1nMW2y16wX56EDZep,Klaudia Szafrańska,Klaudia Szafrańska,47,
1988,1VBflYyxBhnDc9uVib98rw,https://open.spotify.com/artist/1VBflYyxBhnDc9uVib98rw,Icona Pop,Icona Pop,71,"candy pop,dance pop,edm,electropop,metropopolis,pop,pop dance,swedish electropop,swedish synthpop"
1989,0rJEJ9T9JwC6ajdnMeqREY,https://open.spotify.com/artist/0rJEJ9T9JwC6ajdnMeqREY,Kaliffa,Kaliffa,49,"swedish dancehall,swedish hip hop,swedish pop,swedish reggae,swedish trap pop"
1990,15NSFL63oPhmpXLcZHny2N,https://open.spotify.com/artist/15NSFL63oPhmpXLcZHny2N,Fazıl Say,Fazıl Say,55,"classical piano,turkish classical performance,turkish jazz"
1991,2AWUCT9xtcvkjpFq1ZgpPj,https://open.spotify.com/artist/2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,Cem Adrian,67,"turkish pop,turkish rock,turkish singer-songwriter"
1992,2s71N4gp7Ybok1jP2TV6fr,https://open.spotify.com/artist/2s71N4gp7Ybok1jP2TV6fr,Guvenc Dagustun,Guvenc Dagustun,44,turkish jazz
1993,16fEBDsX5HU0deiykRIyJP,https://open.spotify.com/artist/16fEBDsX5HU0deiykRIyJP,Burcu Uyar,Burcu Uyar,42,
1994,1IKW9Yfrlm7ADQrPx4mqkQ,https://open.spotify.com/artist/1IKW9Yfrlm7ADQrPx4mqkQ,Selva Erdener,Selva Erdener,43,"turkish jazz,turkish modern jazz"
1995,2dLBhX7dIdWL6Fsk9l0n1n,https://open.spotify.com/artist/2dLBhX7dIdWL6Fsk9l0n1n,Feride Hilal Akın,Feride Hilal Akın,54,"turkish pop,turkish trap pop"
1996,2Uxd5x92nW0Q06DoHcpSBJ,https://open.spotify.com/artist/2Uxd5x92nW0Q06DoHcpSBJ,Enbe Orkestrası,Enbe Orkestrası,49,deep turkish pop
1997,1Z7VMoFxsMu5ZbPJBq5zO8,https://open.spotify.com/artist/1Z7VMoFxsMu5ZbPJBq5zO8,嚴藝丹,嚴藝丹,38,"chinese drama ost,mainland chinese pop"
1998,6FX5FKX939Ew7IflBzKfls,https://open.spotify.com/artist/6FX5FKX939Ew7IflBzKfls,Artists for Grenfell,Artists for Grenfell,29,"musical advocacy,uk pop"
1999,7jy3rLJdDQY21OgRLCZ9sD,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,Foo Fighters,80,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
2000,5YrBL6QmqRYTvr52b0IOT3,https://open.spotify.com/artist/5YrBL6QmqRYTvr52b0IOT3,De La Calle,De La Calle,52,"cumbia pop,cumbia villera"
2001,7KAGJwWQQui8b0uqwXRkSr,https://open.spotify.com/artist/7KAGJwWQQui8b0uqwXRkSr,Gestört aber GeiL,Gestört aber GeiL,63,"german dance,german pop,partyschlager"
2002,5Yo5iU2nf4H41waPl4ZnS1,https://open.spotify.com/artist/5Yo5iU2nf4H41waPl4ZnS1,LEA,LEA,72,german pop
2003,3JhNCzhSMTxs9WLGJJxWOY,https://open.spotify.com/artist/3JhNCzhSMTxs9WLGJJxWOY,Macklemore,Macklemore,78,"pop rap,seattle hip hop"
2004,4utLUGcTvOJFr6aqIJtYWV,https://open.spotify.com/artist/4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,Skylar Grey,77,"piano rock,viral pop"
2005,1i9NxPRrKcoW34XTMnvzJy,https://open.spotify.com/artist/1i9NxPRrKcoW34XTMnvzJy,Sylver,Sylver,48,"bubble trance,eurodance,europop"
2006,5rhznZjKfSxtKVqB0JZtpC,https://open.spotify.com/artist/5rhznZjKfSxtKVqB0JZtpC,Bonde R300,Bonde R300,48,"funk carioca,funk paulista"
2007,1sBkRIssrMs1AbVkOJbc7a,https://open.spotify.com/artist/1sBkRIssrMs1AbVkOJbc7a,Rick Ross,Rick Ross,82,"dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap"
2008,7BX7ZOBIurmkmDQNNspuPp,https://open.spotify.com/artist/7BX7ZOBIurmkmDQNNspuPp,Alex Badilla,Alex Badilla,11,pop costarricense
2009,2qMezKrAKRh2Z2uR3fCqHt,https://open.spotify.com/artist/2qMezKrAKRh2Z2uR3fCqHt,PA Sports,PA Sports,67,"deep german hip hop,german hip hop,german trap"
2010,1vkYQMWQrfBzvXrMCwe50Y,https://open.spotify.com/artist/1vkYQMWQrfBzvXrMCwe50Y,AMANDA,AMANDA,41,german pop
2011,6t1gpxYbY8OlLA7D2RiikQ,https://open.spotify.com/artist/6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,Loud Luxury,73,"dance pop,edm,electro house,pop,pop dance,tropical house"
2012,4fbZhquFmlr7L61au7sHTu,https://open.spotify.com/artist/4fbZhquFmlr7L61au7sHTu,Nikki's Wives,Nikki's Wives,32,
2013,6k8mwkKJKKjBILo7ypBspl,https://open.spotify.com/artist/6k8mwkKJKKjBILo7ypBspl,Ana Mena,Ana Mena,73,"latin pop,spanish pop"
2014,2bxxlINUlcMQQb39K7IopR,https://open.spotify.com/artist/2bxxlINUlcMQQb39K7IopR,Abraham Mateo,Abraham Mateo,65,"dominican pop,latin,latin arena pop,latin pop,latin viral pop,spanish pop"
2015,2fC8dVxeS2bsfIDvFj1M4V,https://open.spotify.com/artist/2fC8dVxeS2bsfIDvFj1M4V,Christian Daniel,Christian Daniel,56,"latin arena pop,puerto rican pop"
2016,6Gk5hoM7eW8NSCYhICMDHw,https://open.spotify.com/artist/6Gk5hoM7eW8NSCYhICMDHw,Zak Abel,Zak Abel,66,uk contemporary r&b
2017,5Ptz1xkszwS7JBksmx8gMt,https://open.spotify.com/artist/5Ptz1xkszwS7JBksmx8gMt,Pasi ja Anssi,Pasi ja Anssi,49,"finnish dance pop,finnish hip hop"
2018,5mmEMfYChd6MImBagU7zCs,https://open.spotify.com/artist/5mmEMfYChd6MImBagU7zCs,Bigflo & Oli,Bigflo & Oli,61,"francoton,french pop,rap conscient"
2019,4TGltjqP0MQxdGeSIrM4es,https://open.spotify.com/artist/4TGltjqP0MQxdGeSIrM4es,RIDSA,RIDSA,54,"francoton,french pop,pop urbaine"
2020,7kyIBL1EYouLqC8vw7IOui,https://open.spotify.com/artist/7kyIBL1EYouLqC8vw7IOui,L'Algérino,L'Algérino,64,"francoton,french hip hop,pop urbaine,rap algerien,rap marseille"
2021,5q3WViYe7mEvzU9CY6lixh,https://open.spotify.com/artist/5q3WViYe7mEvzU9CY6lixh,JoeyStarr,JoeyStarr,44,old school rap francais
2022,3Zp5ohlk0onRRpRLe0afzx,https://open.spotify.com/artist/3Zp5ohlk0onRRpRLe0afzx,Ustad Jefri Al Buchori,Ustad Jefri Al Buchori,20,sholawat
2023,1mIbIeu7TYCr4VLKQIhEGP,https://open.spotify.com/artist/1mIbIeu7TYCr4VLKQIhEGP,H. Aswan Faisal,H. Aswan Faisal,16,
2024,4BxCuXFJrSWGi1KHcVqaU4,https://open.spotify.com/artist/4BxCuXFJrSWGi1KHcVqaU4,Kodaline,Kodaline,75,"irish pop,modern rock,pop,pop rock"
2025,4nXXIxTneJksvGXrlmX8oA,https://open.spotify.com/artist/4nXXIxTneJksvGXrlmX8oA,Kaydy Cain,Kaydy Cain,66,"trap latino,urbano espanol"
2026,76UCIJTB0jcJvBaL0CdIqx,https://open.spotify.com/artist/76UCIJTB0jcJvBaL0CdIqx,Takagi & Ketra,Takagi & Ketra,62,"italian adult pop,italian pop"
2027,0tTS475qIqv3KXYZMXjsYy,https://open.spotify.com/artist/0tTS475qIqv3KXYZMXjsYy,Lorenzo Fragola,Lorenzo Fragola,55,"italian adult pop,italian pop"
2028,7vgBEzAtjH9f1IbbqeRnwi,https://open.spotify.com/artist/7vgBEzAtjH9f1IbbqeRnwi,Tan Sri P. Ramlee,Tan Sri P. Ramlee,40,malaysian indie
2029,4cc8MC7czXxH1AIoOPfPgG,https://open.spotify.com/artist/4cc8MC7czXxH1AIoOPfPgG,Noorkumalasari,Noorkumalasari,21,"classic malaysian pop,rock kapak"
